Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,,
SPY201221C300,0, ,.95,0,<empty>,93.76%,6.24%,12.04%,.03,0,-.08,.08,<empty>,1,.1618,.00,51.95%,67.1582,<empty>,67.320,67.15,Q,67.49,Q,21 DEC 20,300,.19,W,.20,P,SPY201221P300,.21,Q,-.02,-.05,91,1.95%,98.05%,3.79%,.00,0,-.03,.03,91,281,.195,.00,39.29%,0,.23,.195,,
SPY201221C305,0, ,.95,0,<empty>,93.38%,6.62%,12.79%,.04,0,-.08,.08,<empty>,0,.2268,.00,48.69%,62.1582,<empty>,62.385,62.19,Q,62.58,Q,21 DEC 20,305,.23,W,.24,W,SPY201221P305,.24,W,-.02,-.13,33,2.36%,97.64%,4.59%,.00,0,-.04,.04,33,18,.235,.00,37.49%,0,.27,.235,,
SPY201221C310,54.33,C,.95,<empty>,9,93.05%,6.95%,13.42%,.04,0,-.07,.08,9,9,.2618,.00,45.18%,57.1582,<empty>,57.420,57.23,Q,57.61,Q,21 DEC 20,310,.27,W,.29,W,SPY201221P310,.29,A,-.02,-.21,9,2.84%,97.16%,5.51%,-.01,0,-.04,.05,9,74,.28,.00,35.58%,0,.29,.280,,
SPY201221C315,0, ,.95,0,<empty>,92.72%,7.28%,14.07%,.05,0,-.07,.08,<empty>,0,.2818,.00,41.61%,52.1582,<empty>,52.440,52.28,Q,52.60,Q,21 DEC 20,315,.33,W,.34,P,SPY201221P315,.37,E,-.03,-.07,4,3.44%,96.56%,6.67%,-.01,0,-.05,.06,4,121,.335,.00,33.66%,0,.37,.335,,
SPY201221C320,47.50,E,.94,+4.76,2,91.95%,8.05%,15.56%,.06,0,-.07,.09,2,25,.3518,.00,38.72%,47.1582,47.50,47.510,47.35,Q,47.67,Q,21 DEC 20,320,.41,W,.42,W,SPY201221P320,.43,Q,-.04,-.28,66,4.28%,95.72%,8.29%,-.01,0,-.05,.07,66,396,.415,.00,31.89%,0,.49,.415,,
SPY201221C325,41.97,E,.93,<empty>,5,90.79%,9.21%,17.78%,.07,0,-.07,.11,5,0,.4568,.00,36.16%,42.1582,41.97,42.615,42.43,Q,42.80,Q,21 DEC 20,325,.51,W,.53,W,SPY201221P325,.55,A,-.05,-.14,160,5.38%,94.62%,10.42%,-.01,0,-.06,.09,160,"1,398",.52,.00,30.14%,0,.60,.520,,
SPY201221C330,36.50,Q,.92,+4.84,3,89.57%,10.43%,20.13%,.08,0,-.07,.12,3,4,.5418,.01,33.32%,37.1582,36.50,37.700,37.53,Q,37.87,Q,21 DEC 20,330,.66,W,.67,W,SPY201221P330,.70,B,-.06,-.30,87,6.88%,93.12%,13.30%,-.01,0,-.07,.10,87,635,.665,.00,28.46%,0,.74,.665,,
SPY201221C331,0, ,.92,0,<empty>,89.16%,10.84%,20.92%,.08,0,-.07,.12,<empty>,0,.5818,.01,32.93%,36.1582,<empty>,36.740,36.57,Q,36.91,Q,21 DEC 20,331,.69,W,.71,W,SPY201221P331,.76,E,-.06,-.28,54,7.24%,92.76%,13.99%,-.01,0,-.08,.11,54,905,.70,.01,28.12%,0,.76,.700,,
SPY201221C332,26.90,Q,.92,<empty>,1,88.71%,11.29%,21.78%,.08,0,-.08,.13,1,1,.6268,.01,32.56%,35.1582,<empty>,35.785,35.60,Q,35.97,Q,21 DEC 20,332,.73,W,.74,Z,SPY201221P332,.80,I,-.07,-.36,3,7.60%,92.40%,14.69%,-.01,0,-.08,.11,3,38,.735,.01,27.77%,0,.80,.735,,
SPY201221C333,0, ,.91,0,<empty>,88.43%,11.57%,22.31%,.08,0,-.08,.13,<empty>,0,.6418,.01,31.94%,34.1582,<empty>,34.800,34.62,Q,34.98,Q,21 DEC 20,333,.77,W,.78,Z,SPY201221P333,1.25,N,-.07,0,0,8.01%,91.99%,15.47%,-.02,0,-.08,.12,0,45,.775,.01,27.45%,0,<empty>,.775,,
SPY201221C334,0, ,.91,0,<empty>,88.11%,11.89%,22.93%,.09,0,-.08,.14,<empty>,1,.6618,.01,31.36%,33.1582,<empty>,33.820,33.65,Q,33.99,Q,21 DEC 20,334,.81,W,.83,W,SPY201221P334,.89,C,-.07,-.36,9,8.45%,91.55%,16.33%,-.02,0,-.08,.12,9,37,.82,.01,27.14%,0,.89,.820,,
SPY201221C335,23.67,E,.91,<empty>,260,87.60%,12.40%,23.90%,.09,0,-.08,.14,260,260,.7118,.01,30.99%,32.1582,<empty>,32.870,32.70,Q,33.04,Q,21 DEC 20,335,.85,W,.87,W,SPY201221P335,.96,B,-.08,-.33,45,8.88%,91.12%,17.14%,-.02,0,-.09,.13,45,384,.86,.01,26.77%,0,1.00,.860,,
SPY201221C336,23.13,C,.90,<empty>,1,87.23%,12.77%,24.61%,.09,0,-.08,.15,1,1,.7368,.01,30.43%,31.1582,<empty>,31.895,31.73,Q,32.06,Q,21 DEC 20,336,.90,W,.92,W,SPY201221P336,.94,C,-.08,-.58,2,9.37%,90.63%,18.09%,-.02,0,-.09,.13,2,44,.91,.01,26.46%,0,.97,.910,,
SPY201221C337,28.26,Z,.90,+5.68,1,86.70%,13.30%,25.62%,.09,0,-.08,.15,1,2,.7868,.01,30.02%,30.1582,<empty>,30.945,30.76,Q,31.13,Q,21 DEC 20,337,.95,W,.97,Z,SPY201221P337,.96,C,-.09,-.63,3,9.88%,90.12%,19.06%,-.02,0,-.09,.14,3,51,.96,.01,26.12%,0,1.05,.960,,
SPY201221C338,26.82,E,.89,+1.00,30,86.19%,13.81%,26.59%,.09,0,-.08,.16,30,30,.8318,.01,29.56%,29.1582,<empty>,29.990,29.80,Q,30.18,Q,21 DEC 20,338,1.01,W,1.03,W,SPY201221P338,1.12,C,-.09,-.42,6,10.46%,89.54%,20.17%,-.02,0,-.09,.15,6,94,1.02,.01,25.83%,0,1.12,1.020,,
SPY201221C339,0, ,.89,0,<empty>,85.64%,14.36%,27.65%,.10,0,-.09,.16,<empty>,0,.8818,.01,29.12%,28.1582,<empty>,29.040,28.86,Q,29.22,Q,21 DEC 20,339,1.07,W,1.09,W,SPY201221P339,1.17,I,-.10,-.48,1,11.05%,88.95%,21.30%,-.02,0,-.10,.15,1,55,1.08,.01,25.52%,0,1.17,1.080,,
SPY201221C340,26.70,D,.89,+3.39,29,85.37%,14.63%,28.15%,.10,0,-.08,.16,29,"4,748",.8768,.01,28.33%,27.1582,26.70,28.035,27.90,Q,28.17,Q,21 DEC 20,340,1.13,W,1.15,W,SPY201221P340,1.17,C,-.10,-.55,78,11.65%,88.35%,22.45%,-.02,0,-.10,.16,78,285,1.14,.01,25.17%,0,1.25,1.140,,
SPY201221C341,0, ,.88,0,<empty>,84.71%,15.29%,29.42%,.10,0,-.09,.17,<empty>,0,.9418,.01,27.95%,26.1582,<empty>,27.100,26.97,Q,27.23,Q,21 DEC 20,341,1.20,I,1.22,W,SPY201221P341,1.27,A,-.11,-.58,3,12.33%,87.67%,23.74%,-.02,0,-.10,.17,3,443,1.21,.01,24.87%,0,1.29,1.210,,
SPY201221C342,22.73,A,.87,+4.16,2,84.11%,15.89%,30.56%,.10,0,-.09,.18,2,3,.9918,.01,27.46%,25.1582,<empty>,26.150,26.03,Q,26.27,Q,21 DEC 20,342,1.27,W,1.29,W,SPY201221P342,1.31,X,-.12,-.82,2,13.02%,86.98%,25.06%,-.03,0,-.11,.17,2,159,1.28,.01,24.53%,0,1.42,1.280,,
SPY201221C343,25.24,D,.86,+5.61,1,83.15%,16.85%,32.37%,.10,0,-.09,.19,1,4,1.1068,.01,27.31%,24.1582,25.24,25.265,25.08,Q,25.45,Q,21 DEC 20,343,1.35,I,1.37,W,SPY201221P343,1.50,C,-.13,-.75,1,13.79%,86.21%,26.51%,-.03,0,-.11,.18,1,43,1.36,.01,24.23%,0,1.50,1.360,,
SPY201221C344,19.63,W,.86,0,0,82.42%,17.58%,33.76%,.11,0,-.10,.19,0,7,1.1768,.01,26.87%,23.1582,<empty>,24.335,24.15,Q,24.52,Q,21 DEC 20,344,1.43,I,1.45,W,SPY201221P344,1.59,H,-.13,-.41,3,14.57%,85.43%,27.99%,-.03,0,-.11,.19,3,293,1.44,.01,23.90%,0,1.59,1.440,,
SPY201221C345,18.28,A,.85,0,0,81.79%,18.21%,34.95%,.11,0,-.10,.20,0,14,1.2218,.01,26.30%,22.1582,<empty>,23.380,23.32,Q,23.44,Q,21 DEC 20,345,1.52,Z,1.54,W,SPY201221P345,1.55,Z,-.14,-.59,149,15.42%,84.58%,29.61%,-.03,0,-.12,.20,149,462,1.53,.01,23.59%,0,1.70,1.530,,
SPY201221C346,17.40,A,.84,0,0,80.97%,19.03%,36.51%,.11,0,-.10,.21,0,4,1.3018,.01,25.87%,21.1582,<empty>,22.460,22.39,Q,22.53,Q,21 DEC 20,346,1.61,W,1.63,W,SPY201221P346,1.68,N,-.15,-1.03,2,16.29%,83.71%,31.27%,-.03,0,-.12,.20,2,230,1.62,.01,23.24%,0,1.76,1.620,,
SPY201221C347,16.83,C,.83,+2.63,1,80.14%,19.86%,38.06%,.11,0,-.10,.22,1,1,1.3768,.01,25.40%,20.1582,<empty>,21.535,21.48,Q,21.59,Q,21 DEC 20,347,1.71,W,1.73,W,SPY201221P347,1.74,X,-.16,-1.39,2,17.24%,82.76%,33.06%,-.03,0,-.12,.21,2,153,1.72,.01,22.92%,0,1.86,1.720,,
SPY201221C348,15.58,I,.83,0,0,79.25%,20.75%,39.74%,.11,0,-.10,.22,0,7,1.4618,.01,24.94%,19.1582,<empty>,20.620,20.56,Q,20.68,Q,21 DEC 20,348,1.82,Z,1.84,W,SPY201221P348,1.90,M,-.17,-.83,35,18.27%,81.73%,35.00%,-.04,0,-.13,.22,35,267,1.83,.01,22.61%,0,2.01,1.830,,
SPY201221C349,19.66,I,.82,+4.80,3,78.33%,21.67%,41.48%,.11,0,-.11,.23,3,4,1.5468,.01,24.46%,18.1582,19.66,19.705,19.65,Q,19.76,Q,21 DEC 20,349,1.93,W,1.95,I,SPY201221P349,2.04,C,-.18,-.96,4,19.31%,80.69%,36.97%,-.04,0,-.13,.23,4,117,1.94,.01,22.26%,0,2.11,1.940,,
SPY201221C350,18.57,Q,.80,+5.07,7,77.23%,22.77%,43.55%,.11,0,-.11,.24,7,30,1.6668,.01,24.11%,17.1582,18.57,18.825,18.75,Q,18.90,Q,21 DEC 20,350,2.05,W,2.08,W,SPY201221P350,2.07,B,-.19,-.79,88,20.46%,79.54%,39.14%,-.04,0,-.13,.24,88,"1,881",2.065,.01,21.95%,0,2.35,2.065,,
SPY201221C351,13.17,I,.79,0,0,76.18%,23.82%,45.51%,.11,0,-.11,.25,0,3,1.7668,.02,23.63%,16.1582,<empty>,17.925,17.86,Q,17.99,Q,21 DEC 20,351,2.18,W,2.21,W,SPY201221P351,2.31,W,-.20,-1.14,120,21.66%,78.34%,41.39%,-.04,0,-.14,.25,120,456,2.195,.01,21.62%,0,2.31,2.195,,
SPY201221C352,16.73,A,.78,+5.73,1,75.06%,24.94%,47.61%,.11,0,-.11,.26,1,3,1.8768,.02,23.17%,15.1582,16.73,17.035,16.97,Q,17.10,Q,21 DEC 20,352,2.32,W,2.35,W,SPY201221P352,2.48,C,-.21,-1.01,62,22.94%,77.06%,43.78%,-.05,0,-.14,.26,62,135,2.335,.02,21.28%,0,2.56,2.335,,
SPY201221C353,11.83,I,.77,0,0,73.86%,26.14%,49.86%,.11,0,-.11,.26,0,6,1.9968,.02,22.71%,14.1582,<empty>,16.155,16.10,Q,16.21,Q,21 DEC 20,353,2.48,Z,2.50,I,SPY201221P353,2.63,C,-.23,-.73,87,24.31%,75.69%,46.36%,-.05,0,-.14,.26,87,147,2.49,.02,20.97%,0,2.63,2.490,,
SPY201221C354,12.94,C,.76,+.91,1,72.54%,27.46%,52.31%,.11,0,-.12,.27,1,14,2.1368,.02,22.29%,13.1582,<empty>,15.295,15.23,Q,15.36,Q,21 DEC 20,354,2.64,W,2.67,W,SPY201221P354,2.76,C,-.24,-1.01,59,25.77%,74.23%,49.07%,-.05,0,-.15,.27,59,49,2.655,.02,20.66%,0,3.00,2.655,,
SPY201221C355,14.10,A,.74,+3.35,27,71.10%,28.90%,55.00%,.11,0,-.12,.28,27,560,2.3018,.02,21.92%,12.1582,14.34,14.460,14.41,Q,14.51,Q,21 DEC 20,355,2.82,I,2.85,W,SPY201221P355,2.91,C,-.26,-1.47,284,27.32%,72.68%,51.96%,-.06,0,-.15,.28,284,"1,147",2.835,.02,20.35%,0,3.19,2.835,,
SPY201221C356,13.84,C,.73,+5.09,4,69.65%,30.35%,57.69%,.11,0,-.12,.29,4,202,2.4568,.02,21.48%,11.1582,13.84,13.615,13.57,Q,13.66,Q,21 DEC 20,356,3.01,W,3.04,W,SPY201221P356,3.17,C,-.27,-1.44,25,28.94%,71.06%,54.98%,-.06,0,-.15,.29,25,416,3.025,.02,20.03%,0,3.34,3.025,,
SPY201221C357,12.48,A,.71,+3.24,21,68.08%,31.92%,60.59%,.11,0,-.12,.30,21,415,2.6318,.02,21.06%,10.1582,13.13,12.790,12.75,Q,12.83,Q,21 DEC 20,357,3.22,I,3.25,W,SPY201221P357,3.35,A,-.29,-1.71,167,30.68%,69.32%,58.21%,-.06,0,-.16,.30,167,"1,087",3.235,.02,19.74%,0,3.55,3.235,,
SPY201221C358,11.84,A,.69,+3.85,20,66.40%,33.60%,63.69%,.11,0,-.12,.31,20,426,2.8268,.02,20.67%,9.1582,11.88,11.985,11.94,Q,12.03,Q,21 DEC 20,358,3.44,W,3.47,Z,SPY201221P358,3.59,A,-.31,-2.54,99,32.50%,67.50%,61.57%,-.07,0,-.16,.31,99,764,3.455,.02,19.42%,0,3.96,3.455,,
SPY201221C359,10.95,C,.67,+3.55,13,64.64%,35.36%,66.93%,.11,0,-.12,.31,13,631,3.0318,.02,20.25%,8.1582,10.95,11.190,11.15,Q,11.23,Q,21 DEC 20,359,3.69,I,3.72,W,SPY201221P359,3.94,Q,-.33,-1.70,122,34.46%,65.54%,65.17%,-.07,0,-.16,.32,122,"1,931",3.705,.02,19.15%,0,4.19,3.705,,
SPY201221C360,9.90,Z,.65,+3.07,32,62.76%,37.24%,70.38%,.11,0,-.12,.32,32,635,3.2618,.02,19.87%,7.1582,10.29,10.420,10.38,Q,10.46,Q,21 DEC 20,360,3.95,W,3.98,I,SPY201221P360,4.01,M,-.35,-1.35,306,36.49%,63.51%,68.89%,-.08,0,-.17,.32,306,"1,329",3.965,.02,18.86%,0,4.51,3.965,,
SPY201221C361,9.57,C,.63,+3.32,17,60.77%,39.23%,74.01%,.11,0,-.13,.33,17,"1,098",3.5118,.02,19.50%,6.1582,9.92,9.670,9.63,Q,9.71,Q,21 DEC 20,361,4.24,I,4.27,W,SPY201221P361,4.30,Q,-.37,-2.26,137,38.64%,61.36%,72.83%,-.08,0,-.17,.33,137,733,4.255,.02,18.59%,0,4.76,4.255,,
SPY201221C362,8.84,C,.61,+2.70,54,58.67%,41.33%,77.82%,.11,0,-.13,.33,54,"1,071",3.7818,.02,19.13%,5.1582,9.19,8.940,8.90,Q,8.98,Q,21 DEC 20,362,4.54,W,4.58,W,SPY201221P362,4.57,X,-.39,-1.72,270,40.87%,59.13%,76.90%,-.09,0,-.17,.34,270,"3,001",4.56,.02,18.32%,0,5.04,4.560,,
SPY201221C363,8.17,C,.59,+3.10,67,56.48%,43.52%,81.80%,.10,0,-.13,.34,67,"1,006",4.0718,.02,18.75%,4.1582,8.38,8.230,8.20,Q,8.26,I,21 DEC 20,363,4.88,I,4.91,Z,SPY201221P363,5.08,Q,-.41,-2.05,569,43.21%,56.79%,81.13%,-.09,0,-.17,.34,569,"1,573",4.895,.02,18.06%,0,5.63,4.895,,
SPY201221C364,7.30,Q,.57,+2.51,33,54.17%,45.83%,85.95%,.10,0,-.13,.34,33,368,4.3918,.03,18.41%,3.1582,7.38,7.550,7.52,Q,7.58,Q,21 DEC 20,364,5.24,I,5.27,Z,SPY201221P364,5.49,P,-.44,-2.45,335,45.64%,54.36%,85.51%,-.10,0,-.17,.35,335,"1,007",5.255,.03,17.82%,0,5.84,5.255,,
SPY201221C365,6.64,A,.54,+2.17,55,51.76%,48.24%,90.27%,.10,0,-.13,.35,55,"1,133",4.7418,.03,18.08%,2.1582,7.12,6.900,6.87,Q,6.93,Q,21 DEC 20,365,5.63,I,5.66,Z,SPY201221P365,5.69,X,-.46,-3.26,75,48.15%,51.85%,90.01%,-.10,0,-.17,.35,75,432,5.645,.03,17.59%,0,6.22,5.645,,
SPY201221C366,6.01,C,.51,+2.49,212,49.26%,50.74%,94.71%,.09,0,-.12,.35,212,778,5.1118,.03,17.74%,1.1582,6.51,6.270,6.23,W,6.31,W,21 DEC 20,366,6.05,Z,6.08,Z,SPY201221P366,6.15,Q,-.49,-2.23,154,50.72%,49.28%,94.60%,-.11,0,-.17,.35,154,48,6.065,.03,17.38%,0,6.65,6.065,,
SPY201221C367,5.70,Z,.49,+2.21,"1,135",46.68%,53.32%,99.27%,.09,0,-.12,.35,"1,135",396,5.5268,.03,17.46%,.1582,5.70,5.685,5.65,W,5.72,W,21 DEC 20,367,6.50,Z,6.53,Z,SPY201221P367,6.84,D,-.52,-3.56,176,53.35%,46.65%,99.26%,-.11,0,-.17,.35,176,13,6.515,.03,17.18%,0,7.17,6.515,,
SPY201221C368,5.10,A,.46,+2.25,618,44.03%,55.97%,95.05%,.09,0,-.12,.35,618,799,5.13,.03,17.18%,0,5.38,5.130,5.12,W,5.14,I,21 DEC 20,368,6.98,Z,7.01,Z,SPY201221P368,7.01,C,-.54,-3.31,257,56.02%,43.98%,94.99%,-.12,0,-.17,.35,257,4,6.1532,.03,16.99%,.8418,7.68,6.995,,
SPY201221C369,4.33,B,.43,+1.84,"1,047",41.35%,58.65%,89.10%,.08,0,-.12,.34,"1,047",472,4.615,.03,16.94%,0,4.68,4.615,4.60,W,4.63,Z,21 DEC 20,369,7.50,Z,7.53,Z,SPY201221P369,7.73,I,-.57,-3.62,36,58.69%,41.31%,89.03%,-.12,0,-.17,.34,36,16,5.6732,.03,16.84%,1.8418,7.88,7.515,,
SPY201221C370,4.11,A,.40,+1.75,642,38.63%,61.37%,83.11%,.08,0,-.12,.34,642,"2,500",4.125,.03,16.68%,0,4.28,4.125,4.11,W,4.14,Z,21 DEC 20,370,8.04,W,8.10,Q,SPY201221P370,8.78,A,-.60,-3.55,1,61.36%,38.64%,83.13%,-.13,0,-.17,.34,1,65,5.2282,.03,16.70%,2.8418,8.78,8.070,,
SPY201221C371,3.28,C,.38,+1.28,288,35.92%,64.08%,77.14%,.07,0,-.11,.33,288,282,3.675,.03,16.47%,0,3.68,3.675,3.66,W,3.69,Z,21 DEC 20,371,8.63,W,8.69,Q,SPY201221P371,8.88,A,-.62,-3.25,4,63.99%,36.01%,77.32%,-.14,0,-.17,.33,4,1,4.8182,.03,16.59%,3.8418,8.88,8.660,,
SPY201221C372,3.16,B,.35,+1.45,237,33.22%,66.78%,71.21%,.07,0,-.11,.32,237,138,3.255,.03,16.25%,0,3.46,3.255,3.24,W,3.27,Z,21 DEC 20,372,9.25,W,9.31,Q,SPY201221P372,0, ,-.65,0,<empty>,66.57%,33.43%,71.63%,-.14,0,-.16,.32,<empty>,0,4.4382,.03,16.49%,4.8418,<empty>,9.280,,
SPY201221C373,2.65,A,.32,+1.11,46,30.59%,69.41%,65.45%,.06,0,-.11,.31,46,31,2.88,.03,16.08%,0,3.00,2.880,2.86,I,2.90,W,21 DEC 20,373,9.90,Q,9.97,Q,SPY201221P373,19.47,C,-.67,<empty>,1,69.08%,30.92%,66.14%,-.15,0,-.16,.32,1,0,4.0932,.02,16.42%,5.8418,<empty>,9.935,,
SPY201221C374,2.53,C,.29,+1.41,16,27.99%,72.01%,59.80%,.06,0,-.10,.30,16,178,2.53,.02,15.90%,0,2.53,2.530,2.51,W,2.55,Z,21 DEC 20,374,10.59,W,10.66,Q,SPY201221P374,0, ,-.70,0,<empty>,71.47%,28.53%,60.89%,-.15,0,-.16,.30,<empty>,1,3.7832,.02,16.38%,6.8418,<empty>,10.625,,
SPY201221C375,2.15,N,.27,+1.07,147,25.53%,74.47%,54.45%,.05,0,-.10,.29,147,229,2.225,.02,15.78%,0,2.40,2.225,2.21,Z,2.24,I,21 DEC 20,375,11.30,W,11.38,Q,SPY201221P375,11.93,Q,-.72,-4.12,9,73.78%,26.22%,55.86%,-.16,0,-.15,.29,9,13,3.4982,.02,16.34%,7.8418,11.93,11.340,,
SPY201221C376,1.80,P,.24,+.86,138,23.15%,76.85%,49.29%,.05,0,-.09,.28,138,146,1.945,.02,15.66%,0,2.04,1.945,1.93,Z,1.96,W,21 DEC 20,376,12.05,W,12.13,Q,SPY201221P376,15.57,B,-.74,<empty>,4,75.94%,24.06%,51.17%,-.16,0,-.15,.28,4,1,3.2482,.02,16.35%,8.8418,<empty>,12.090,,
SPY201221C377,1.59,A,.22,+.81,5,20.90%,79.10%,44.43%,.04,0,-.09,.26,5,"1,210",1.695,.02,15.55%,0,1.59,1.695,1.68,Z,1.71,W,21 DEC 20,377,12.81,Q,12.92,Q,SPY201221P377,22.09,C,-.77,+3.59,1,77.97%,22.03%,46.76%,-.17,0,-.15,.27,1,1,3.0232,.02,16.37%,9.8418,<empty>,12.865,,
SPY201221C378,1.38,B,.20,+.72,16,18.77%,81.23%,39.83%,.04,0,-.08,.25,16,53,1.47,.02,15.45%,0,1.55,1.470,1.46,Z,1.48,Q,21 DEC 20,378,13.62,Q,13.71,Q,SPY201221P378,0, ,-.79,0,<empty>,79.87%,20.13%,42.68%,-.17,0,-.14,.25,<empty>,0,2.8232,.02,16.41%,10.8418,<empty>,13.665,,
SPY201221C379,1.16,P,.18,+.64,5,16.80%,83.20%,35.60%,.04,0,-.07,.23,5,12,1.275,.02,15.38%,0,1.30,1.275,1.26,W,1.29,W,21 DEC 20,379,14.44,Q,14.53,Q,SPY201221P379,25.14,Q,-.80,<empty>,1,81.63%,18.37%,38.87%,-.18,0,-.14,.24,1,1,2.6432,.02,16.46%,11.8418,<empty>,14.485,,
SPY201221C380,1.05,B,.16,+.56,193,14.96%,85.04%,31.65%,.03,0,-.07,.21,193,"1,292",1.10,.02,15.31%,0,1.19,1.100,1.09,I,1.11,Z,21 DEC 20,380,15.29,A,15.38,Q,SPY201221P380,15.28,W,-.82,-3.98,3,83.20%,16.80%,35.50%,-.18,0,-.13,.23,3,2,2.4932,.02,16.57%,12.8418,16.39,15.335,,
SPY201221C381,.89,C,.14,+.21,7,13.29%,86.71%,28.08%,.03,0,-.06,.20,7,206,.95,.02,15.26%,0,.95,.950,.94,W,.96,X,21 DEC 20,381,16.15,Q,16.25,Q,SPY201221P381,0, ,-.83,0,<empty>,84.64%,15.36%,32.40%,-.19,0,-.13,.22,<empty>,0,2.3582,.02,16.68%,13.8418,<empty>,16.200,,
SPY201221C382,.79,D,.13,+.46,1,11.78%,88.22%,24.85%,.03,0,-.06,.18,1,174,.82,.02,15.24%,0,.79,.820,.81,W,.83,W,21 DEC 20,382,17.02,Q,17.14,Q,SPY201221P382,0, ,-.85,0,<empty>,85.97%,14.03%,29.56%,-.19,0,-.13,.20,<empty>,0,2.2382,.02,16.81%,14.8418,<empty>,17.080,,
SPY201221C383,.63,C,.11,+.35,4,10.44%,89.56%,21.99%,.02,0,-.05,.17,4,24,.71,.01,15.25%,0,.73,.710,.70,W,.72,W,21 DEC 20,383,17.93,Q,18.05,Q,SPY201221P383,0, ,-.86,0,<empty>,87.06%,12.94%,27.23%,-.19,0,-.12,.19,<empty>,2,2.1482,.01,17.04%,15.8418,<empty>,17.990,,
SPY201221C384,.55,C,.10,+.30,2,9.19%,90.81%,19.33%,.02,0,-.05,.15,2,8,.61,.01,15.24%,0,.55,.610,.60,W,.62,W,21 DEC 20,384,18.75,Q,18.97,Q,SPY201221P384,0, ,-.87,0,<empty>,88.41%,11.59%,24.36%,-.20,0,-.12,.18,<empty>,0,2.0182,.01,17.00%,16.8418,<empty>,18.860,,
SPY201221C385,.50,A,.09,+.26,56,8.13%,91.87%,17.08%,.02,0,-.05,.14,56,47,.53,.01,15.28%,0,.54,.530,.52,W,.54,W,21 DEC 20,385,19.77,Q,19.94,Q,SPY201221P385,19.67,W,-.88,<empty>,1,88.82%,11.18%,23.46%,-.20,0,-.12,.18,1,0,2.0132,.01,17.61%,17.8418,19.67,19.855,,
SPY201221C386,.39,I,.08,+.20,7,7.18%,92.82%,15.07%,.02,0,-.04,.13,7,16,.46,.01,15.33%,0,.39,.460,.45,W,.47,W,21 DEC 20,386,20.59,Q,20.85,Q,SPY201221P386,0, ,-.89,0,<empty>,90.17%,9.83%,20.61%,-.20,0,-.11,.16,<empty>,0,1.8782,.01,17.43%,18.8418,<empty>,20.720,,
SPY201221C387,.38,Q,.07,+.19,12,6.34%,93.66%,13.29%,.01,0,-.04,.12,12,16,.40,.01,15.40%,0,.44,.400,.39,W,.41,X,21 DEC 20,387,21.63,Q,21.76,Q,SPY201221P387,0, ,-.90,0,<empty>,90.66%,9.34%,19.55%,-.20,0,-.11,.15,<empty>,0,1.8532,.01,17.88%,19.8418,<empty>,21.695,,
SPY201221C388,.32,C,.06,0,2,5.62%,94.38%,11.76%,.01,0,-.04,.11,2,3,.35,.01,15.49%,0,.32,.350,.34,I,.36,W,21 DEC 20,388,22.60,Q,22.77,Q,SPY201221P388,0, ,-.90,0,<empty>,91.01%,8.99%,18.79%,-.20,0,-.11,.15,<empty>,0,1.8432,.01,18.41%,20.8418,<empty>,22.685,,
SPY201221C389,.27,P,.05,+.12,1,4.91%,95.09%,10.25%,.01,0,-.03,.10,1,5,.30,.01,15.51%,0,.27,.300,.29,W,.31,W,21 DEC 20,389,23.44,Q,23.70,Q,SPY201221P389,0, ,-.91,0,<empty>,92.16%,7.84%,16.38%,-.21,0,-.11,.14,<empty>,0,1.7282,.01,18.20%,21.8418,<empty>,23.570,,
SPY201221C390,.26,E,.05,+.12,26,4.37%,95.63%,9.12%,.01,0,-.03,.09,26,147,.265,.01,15.64%,0,.28,.265,.26,I,.27,Z,21 DEC 20,390,24.51,Q,24.68,Q,SPY201221P390,0, ,-.91,0,<empty>,92.19%,7.81%,16.31%,-.21,0,-.11,.14,<empty>,0,1.7532,.01,18.95%,22.8418,<empty>,24.595,,
SPY201221C391,.11,A,.04,<empty>,6,3.90%,96.10%,8.13%,.01,0,-.03,.08,6,6,.235,.01,15.77%,0,<empty>,.235,.23,X,.24,W,21 DEC 20,391,25.49,Q,25.67,Q,SPY201221P391,26.85,C,-.92,<empty>,1,92.51%,7.49%,15.61%,-.21,0,-.11,.13,1,0,1.7382,.01,19.41%,23.8418,26.85,25.580,,
SPY201221C392,.14,Q,.04,-.11,2,3.43%,96.57%,7.16%,.01,0,-.02,.07,2,17,.205,.01,15.86%,0,.14,.205,.20,W,.21,Z,21 DEC 20,392,26.36,Q,26.66,Q,SPY201221P392,0, ,-.92,0,<empty>,93.25%,6.75%,14.06%,-.21,0,-.11,.12,<empty>,0,1.6682,.01,19.42%,24.8418,<empty>,26.510,,
